BN/Registration number,Fiscal period end,Form ID,Political Activities Description,Public Policy Description
118839448RR0001,2018-12-31 00:00,23,"CCAP has been working in the Downtown Eastside to help low income people organize for what they need, using the motto, ""Nothing about us without us.  Our Community Vision for Change culminated in Twelve actions for change which guides the work we do today. Following the vision and following the leadership and direction of the low-income DTES residents who attend our weekly CCAP meetings, we work on housing, income, and land use issues in the Downtown Eastside (DTES) so that the area can remain low-income friendly.  While most of our work relates to research, education and knowledge sharing, we also engage is some political activities to fulfill our mandate to the community.  The political work we do includes call to action, petition, rallies and town halls.  Our political activity is strictly non-partisan and we do not support political parties or candidates, elected or unelected.",
119263978RR0001,2018-12-31 00:00,23,Casino funds goes to maintenace and repairs.,
118838333RR0001,2018-06-30 00:00,23,"CARE Canada was established to relieve poverty in developing nations through furnishing and supporting a service of relief, rehabilitation and reconstruction. CARE Canada encourages the Canadian government, along with other nations, to support a worldwide movement dedicated to ending poverty. We facilitate lasting change by influencing policy decisions at all levels, and advocate for global responsibility.",
118833623RR0002,2018-06-30 00:00,23,Canadian Jesuits International funds some local project partners to train and educate the people as to their legal and human rights. Some projects work with the people to access these rights. Some projects working with human rights defenders and educators communicate publicly that the government laws and policies need to be upheld while other project partners are working to have unjust laws changed. Canadian Jesuits International has written on occasion to the government of Canada in relation to policies that affect its International partners and to speak out against human rights abuses witnessed by project partners. These activities relate to our charitable purposes of standing with an(...),
118871698RR0001,2018-12-31 00:00,23,"Canada Summer jobs program - January 11 2018Statement - Position of Canadian Ombudsperson for Responsible Enterprise January 19 2018Statement on the 30th anniversary of Morgentaler Decision January 27, 2018Update Canada Summer jobs program - 28 March 2018Ecumenical letter on the United Nations Declaration on the Rights of Indigenous Peoples May 1 2018Statement on the  Legalization of Cannabis/Marijuana for Recreational Use June 25 2018Statement by the Canadian Conference of Catholic Bishops on the Implementation of the Cannabis Act  - October 17 2018Statement on the Right to Safe Drinking waterNational March for Life",
103018487RR0001,2018-03-31 00:00,23,"Campagne de lettres, pétition et rencontre avec les députés pour que le gouvernement reconnaisse et rehausse le financement à la mission des organismes communautaires autonomes car celui-ci est insuffisant pour maintenir les conditions qui nous permettent de réaliser notre mission.",
133488957RR0001,2018-04-30 00:00,23,Bus to Victoria for a rally - BC government is not in session at the time - bus is open to members and general public.,
138551304RR0001,2018-03-31 00:00,23,Board members met with local & provincial politicians to share information and knowledge regarding use of the provincial & wildlands parks in the Castle area.,
119024313RR0001,2018-03-31 00:00,23,"Bird Studies Canada is part of the Green Budget Coalition. The Green Budget Coalition (GBC) brings together 21 leading Canadian environmental organizations, to present an analysis of the most pressing issues regarding environmental sustainability in Canada and to make a consolidated annual set of recommendations to the federal government regarding strategic fiscal and budgetary opportunities. The Coalition meets regularly throughout the year and holds one larger in-person meeting once per year.",
119647907RR0002,2018-03-31 00:00,23,"Ban on Cosmetic Pesticides-The WHS supports the April 2014 legislation introduced by the Government of Manitoba which restricts use of cosmetic pesticides & prohibits the use,sale & retail display of chemical pesticides for lawns,gardens & non-argricultural landscaping,including by licensed operators. There has been scientific evidence that links the use of these chemicalsto cancers in dogs. Farm Animal Welfare Quit Stalling (pigs)-90 percent of pigs in Manitoba are raised on factory farms,crowded into pens with no straw for rooting in or nesting. The WHS supports the open nesting non-confinement (gestations stalls,crates) of pigs that allow for the expression of natural behaviours. Chickens-The WHS is against battery cages & supports enriched cages as a minimum standard regarding the housing of chickens. Spring Bear Hunt-The WHS is against the spring bear hunt & would like the same protection for bears that we provide for all other big game species,such as moose or deer.Mother bears are sometimes killed (often accidentally),drastically reducing their orphaned cubs' chances of survival. Penned hunting-The WHS opposes hunting wild animals inside fenced compoundsIt is unethical due to the fact there is not a fair chase/no chance of escape.Additionally,there is the added aspect that hunting for trophies is wasteful. Elk ranching-the WHS opposes elk ranching & the capture of wild elk for this industry because de-antlering for velvet is painful mutilation of living tissue. Additionally,some studies confirm that confining wild elk increasesrisk of tuberculosis & other diseases to captive and wild herds. Animal Cruelty 1.Dog & Cat Fur-Every year, over 2 million dogs & cats are tortured,brutally slaughtered,& skinned-sometimes alive,for their fur.The million-dollar caT & DOG FUR MARKET...",
822586640RR0001,2018-06-30 00:00,23,"Aucune ni au Canada, ni à létranger",
106889207RR0001,2018-03-31 00:00,23,"AUCUN DON N'A ÉTÉ FAIT. NOUS AVONS PARTICIPÉ A DES PÉTITIONS, NOUS AVONS PUBLIÉ DES LETTRES OUVERTES ET PARTICIPÉ À DES MOBILISATIONS ORGANISÉ PAR LES GROUPES COMMUNAUTAIRES.",
118829902RR0001,2018-08-31 00:00,23,"Au niveau national, pour la période visée, notre campagne visait à sensibiliser la population canadienne sur les orientations de l'aide canadienne au développement international, pour en comprendre les enjeux, informer la classe politique canadienne sur l'impact des réductions des sommes consacrées à l'aide internationale et demander que les correctifs nécessaires soient apportés pour que l'aide canadienne garde son objectif d'aide aux pauvres. Sur le plan international, nous avons à travailler avec les groupes locaux qui, dans leur pays respectif, engagent leur population et les autorités publiques dans des démarches qui visent à réduire la pauvreté via des changements à des lois ou à des règlements publics. Ces démarches ont u lien direct avec la réduction de la pauvreté.",
889025169RR0001,2018-12-31 00:00,23,Attended meeting WITH MINISTER to discuss new Environmental assessment Act-Provided information on BC and Canadian Environmental assessment reviews.,
135275857RR0001,2018-12-31 00:00,23,"At times, MSF engages in non-partisan political activities in support of our social mission and the people we serve. In 2018, we raised concerns about the health condition and humanitarian needs of people affected by humanitarian crises; the protection of patients, medical workers, and the medical mission during armed conflicts; and about our organization's continued ability to access affordable medicines as a result of biomedical research and development and intellectual property policies. We raised public awareness on these issues by speaking at academic and public events, posting messages on the internet through our website and social media, and through writing opinion editorials that were published in newspapers and on the internet. When appropriate we have engaged with the federal government, including Members of Parliament and with public servants. These actions were directly related to the needs and conditions of the patients we serve through our medical action in the field, targeting the most vulnerable populations and implemented within the framework of the key humanitarian principles of humanity, impartiality, neutrality, and independence.",
898814025RR0001,2018-12-31 00:00,23,Assisted Manitoba Energy Justice Coalition in campaign to oppose Energy East Pipeline - pamphlet distribution & educational outreach to First Nations. Single better from MFS on province's Bill 24. Presentation to legislative ct.e on Bil 19 - changes to environmental act and planning act.,
118784842RR0001,2018-03-31 00:00,23,"ASO is a registered charity and a registered lobbyist and advocates on behalf of people with dementia and their caregivers. Over the past few years, ASO staff have lobbied the provincial and federal governments to create a dementia strategy to address this growing area of concern and expense to the health care system. ASO does not provide gifts to current or potential donors.",
892461047RR0001,2018-03-31 00:00,23,"As stated in Section C, we have representatives sitting on the Public and Separate (Catholic) Boards' SEAC's, which counsel Board Trustees on issues specific to the concerns relating to Learning Disabilities (among others), including programming content, funding and administration. The SEAC is mandated by the Government of Ontario.",
869489476RR0001,2018-12-31 00:00,23,"As part of our engagement and education activities, we encouraged the public to get involved in voicing their concerns about salmon protection to the government through earned and social media, digital communications, at public presentations, and by asking them to sign petitions. We have also participated in and provided science support for rallies and public meetings calling for improved measures to protect wild salmon. As per the instructions on Revenue Canada's website regarding new legislation for charities and public policy dialogue, we have not completed Tables 2 and 3 on this schedule (https://www.canada.ca/en/revenue-agency/services/charities-giving/charities/whats-new/ppdda-reporting.html).",
107273666RR0002,2018-12-31 00:00,23,"As Christians we are committed to political action to protect both the environment and human rights. Accordingly we lobby all levels of government to be responsible. At times this means that we call for government to retains, oppose or change the law, policy or decisions at any level of government in Canada or our government's or Canadian corporations actions in foreign counties. Public Policy Dialogue and Development Activities undertaken in the last year included: - Providing information - Disseminating Opinions - Advocacy - Mobilizing Others - Representations - Communicating on Social Media.",
108002551RR0001,2018-08-31 00:00,23,"As a publicly funded school jurisdiction, the jurisdiction communicated with the government of the Province of Alberta, typically Alberta Education, Alberta Infrastructure as well as the ministers of other departments and its own geographical members of the Legislative Assembly of Alberta (MLA's). It also communicated with the Municipal Government, the City of St. Albert, its mayor and councilors. There were no specific political activities.",
898537048RR0001,2018-12-31 00:00,23,"As a member of the Clean Economy Alliance, Asthma Canada, along with 60 other member organizations signed onto a letter addressed to Ontario's Minister of the Environment, Conservation and Parks, calling for an effective plan to deal with climate change in Ontario and fought against a roll-back to existing climate change initiatives.  We also participated in the development of the provincial Make it Better Campaign, which is focused on building a  unified approach to children's health and climate change in Ontario.  We continued our letter writing campaign on national pharmacare, streamlining our submission platform and publishing community letters.  This campaign gives members of the asthma community the opportunity to get involved by sending letters to their government representatives on the impacts of OHIP + and the new Ontario Lung Act.  Working alongside other key stakeholders, we successfully played a role in getting valved-holding chambers covered for those aged 12 and under.  As a chronic disease with no cure, having varied and innovative treatment options available is vital to ensuring that all Canadians are able to control their asthma.   This year, we made submissions to both CADTH(Canada's national drug review body) and British Columbia's Pharmacare Review in support of the biologic treatment benralizumab(Fasenra).  Asthma Canada responded to a CADTH Request for Advice regarding all currently available biologic medications used to treat severe eosinophilic asthma.  We made a number of recommendations regarding criteria for eosinophil levels, reversibility, and on preventing wastage, ensuring patient and physician choice, age indications, ensuring equal access throughout Canada and ensuring that those with asthma who smoke are not disqualified from accessing required treatments.  We also made another submission to British Columbia's Pharmacare Review for Aermony Respiclick and Arbesda Respimat. By making submissions to CADTH and provincial drug review bodies, we work to ensure that patient input is taken into consideration when new treatments are being reviewed, helping improve access and advocating for increased treatment coverage.",
119148492RR0001,2018-03-31 00:00,23,"AS A MEMBER OF CONTINUING CARE ASSOCIATIONS, WE PARTICIPATE IN CONFERENCES AND WORKSHOPS TO DEVELOP POSITION PAPERS VOICING OUR CONCERNS OVER ISSUES WITHIN PUBLICLY FUNDED SENIOR'S CARE IN ALBERTA. WE ADVOCATE ON BEHALF OF SENIORS AND WORK TOWARDS RECOMMENDATIONS FOR CHANGE. WE HAVE, UPON REQUEST, PARTICIPATED IN PROVINCIAL MINISTERIAL TASK FORCES, WORKSHOPS AND FORUMS RELATED TO SENIOR'S CARE.",
880755939RR0001,2018-12-31 00:00,23,"arrive alive DRIVE SOBER participates in raising awareness about impaired driving, and hosts an annual conference to help educate colleagues about new legislation and statistics. We occassionally write to politicians and/or policymakers to express our viewpoints regarding impaired driving laws and alcohol/drug sales.",
891650921RR0001,2018-12-31 00:00,23,"Arms mission includes working to protect & conserve the Alouette Watershed, historical salmon species in the system & the habitat that they need to survive & thrive.  When the Alouette Dam was built in 1970's, this essentially brought about the extirpation of Sockey Salmon & major reduction in other kinds of pacific salmon on the Alouette River.  Arms works with all levels of government & local first nations to raise support for fish passage via writing emails & letters to our elected officials.",
829367556RR0001,2018-03-31 00:00,23,"Apr 20/17: Attended a round-table meeting with Green Party Leader Mike Schreiner @ Brant Chamber of Commerce. Apr 24/17: Shared post - Why doesn't our health-care system cover dental? Apr 27/17: Presented to EPAC (Brantford's Environmental Advisory Committee) on Local & Sustainable Food Systems. May 8/17: Food Security round-table consultation @ University of Guelph. June 12/17: Pride flag raising @ City Hall. June 16/17: Shared post - Canada's Parliament finally adopts trans-gender rights bill. Aug 11/17: Round-table meeting with MPP Liz Sandals & Dave Levac on Bill 148. Sept 7/17: Shared post - Pharmacare: a plan for everyone. Oct. 18/17: Shared post - The gap in Healthcare in Ontario. Nov 29/17: Shared post - Remarks by Prime Minister Justine Trudeau to apologize to LGBTQ2 Canadians. Nov 30/17:Shared post - Dental care in Canada - Filling the Gaps, The Current - Episode Transcrpt. Nov 30/17: Shared Post - Youth Health Rights. Feb 20/18: Public consultation on Growing the Green Belt hosted by Ontario Ministry of Municipal Affairs. Feb 23/18: Shared post-Ontario Oral Health Alliance Forum.",
898275433RR0001,2018-06-30 00:00,23,"Appuis aux revendications et aux actions de mobilisation, avec les organismes du milieu.",
106733462RR0001,2018-03-31 00:00,23,"Appel à la mobilisation de nos membres via notre infolettre. 1) Appuyer la campagne de mobilisation de la communauté Murqvio du Québec demandant au ministre de la santé de revoir la décision de refuser d'inscrire le VIMIZIM parmi la liste des médicaments couvert par la RAMQ 2) Partager la pétition du RQ-ACA sur le financement de l'action communautaire, participer à des comités de regroupement de personnes handicapées dossiers accessibilités, santé et emploi. Tenue d'un kiosque à l'assemblée Nationale du Qc.",
108102435RR0003,2018-12-31 00:00,23,"Answering God's call to people faith to care for vulnerable and marginalized people including: advocacy within the church and civil society to make social change that address root causes of poverty, discrimination, social exclusion, violence and marginalization, and around issues that demonstrate care-tor God's creations.",
119145951RR0001,2018-03-31 00:00,23,Analyse des projets de Loi 134-141-150 en lien avec la protection des consommateurs.,
107382814RR0001,2018-12-31 00:00,23,Amnesty International - Advocating for release of political prisoners by oppressive regimes,
106708977RR0002,2018-12-31 00:00,23,"ALS Canada is responsible for the national ALS research program, federal advocacy and directly responsible for support and services for people affected by ALS in Ontario. Aligned with the mission, ALS Canada advocated to the federal government to increase awareness of ALS and the needs of Canadians and their families living with this terminal disease, ALS specific research funding, and issues relating to access for emerging therapies. Within Ontario, advocacy efforts were also undertaken for theses issues as well as access to non-invasive ventilation in long-term care facilities.",
119192763RR0001,2018-08-31 00:00,23,"All of the political activities in the year were directly linked to our charitable objective of poverty alleviation. Activities focused on food security, access to public services such as transit and childcare, social assistance, and minimum wage. issues were highlighted in e-newsletters, blog posts, social media and through attendance at events and conferences.",
130361710RR0001,2018-12-31 00:00,23,"All of Boys and Girls Clubs of Canada's political activities are subordinate to our charitable purposes: a) to assist individuals and organizations to promote the health, social, educational, vocational and character development of children and youth throughout Canada; b) to further the formation and assist in the development in Canada of the Boys and Girls Clubs. Political activities included limited engagement meetings with elected officials and facilitating youth to engage with their elected officials.",
107353922RR0001,2018-05-31 00:00,23,"All gifts are given to qualified donee's on the condition that they will not be used for political activities. We participate in some political activities, but all such activities are directly related to our charity purposes in that they are done in our capacity to encourage, co-ordinate and facilitate the advancement, teaching, demonstration and implementation of the Gospel of Jesus Christ and related truths of the Holy Bible in Canada and abroad. All political activities are done on a non-partisan basis.",
890107972RR0001,2018-12-31 00:00,23,"Ahead of the New Brunswick provincial election, Nature NB develop a series of questions and some background information for our membership that they could use to ask local candidate their thoughts/party's platform on nature conservation and climate change.Additionally, in collaboration with our provincial ENGO partners, we encouraged New Brunswick to send letters to their MPs and MLAs, to encourage the government to move on their commitment to increasing protected natural areas to help Canada attain it's Aichi target of 17%.",
873220446RR0001,2018-12-31 00:00,23,"Again this year, a small amount of staff and program time was dedicated to informing the public about government policies which impact thebiodiversity values of local protected areas, specifically the proposal to remove the Class A status of the Tetrahedron Provincial Park.  Themajority of our work on this campaign is charitable, as we encouraged the public to participate in government-initiated processes.",
129719076RR0001,2018-12-31 00:00,23,"After studying international and national legislation related to animal welfare, we asked our supporters to take part in a small number of online actions to promote our efforts by encouraging local and global government to protect animals and conserve their environment.",
106957228RR0001,2018-06-30 00:00,23,"Afin de revendiquer plus de logement social pour les personnes à faible revenus, nous avons organiser des manifestations. Pour garder un parc lacatif, nous hous sommes mobilisés sur l'enjeu de Airbnb. Nous sauhaiton un quartier résidentiel où il fait bon vivre. Pas un quartier touristique.",
865058721RR0001,2018-12-31 00:00,23,"Advocating for stronger environmental protection of the Oak Ridges Moraine, Greenbelt, and Greater Golden Horseshoe. By raising awareness and encouraging communities to recognize the importance of protecting our local, natural environments, we promoted environmental engagement and action for the region.",
119234227RR0001,2018-10-31 00:00,23,"Advocating for improved lawn & regulation of minning in NW BC, to add protection to salmon & wildlife. Letters to BC & federal government re: minning & environ-mental lawn & regulations & international loin commission.",
107958621RR0001,2018-12-31 00:00,23,Advocating for children's rights within Canada and international,
137723748RR0001,2018-12-31 00:00,23,advocates for social justice issues and affordable housing,
119129021RR0001,2018-03-31 00:00,23,Advocacy to have swim training added to education curriculum.,
872304811RR0001,2018-12-31 00:00,23,"Advocacy to all local levels of government for Outdoor Smoke Free Spaces, Smoke Free Social Housing and changes to the Sleep Apnea program. Outdoor smoke free spaces and smoke free social housing will reduce exposure to tobacco and improve respiratory health. Ensuring access to CPAP machines for individuals with Sleep Apnea falls into our charitable purposes of respiratory health. The Lung Association, Saskatchewan has developed a Provincial Lung Health Alliance partnering with industry, members of the public and the Saskatchewan government to develop Lung Health Strategy for the province of Saskatchewan.",
731893491RR0001,2018-12-31 00:00,23,Advocacy of Alberta Provincial Government to recognize the role of municipally-funded nature centres as part of Climate Leadership Plan. This advocacy helps strengthen the environmental education sector by raising awareness of the activities of nature centres in Alberta.,
129535720RR0001,2018-12-31 00:00,23,"Advocacy for pay equity, safe affordable housing and environmental sustainability.",
118841626RR0001,2018-12-31 00:00,23,Advised several elected officials about policy recommendations in C.D Howe Institute reports.,
858708928RR0001,2018-12-31 00:00,23,Advertisement for area political individuals on community van.,
118968411RR0001,2018-03-31 00:00,23,"ADHÉSIONS À LA TROVEPM, TROCM, TCGFM, CDC DE LONGUEUIL, ACEF PRÉSENCES AUX ASSEMBLÉES GÉNÉRALES ET PARTICIPATION AUX ACTIONS ET RÉUNIONS THÉMATIQUES RELIÉES À LA DÉFENSE DE DROITS ET AUX ENJEUX POCIAUX QUI TOUCHENT NOTRE CLIENTÉLE.",
894057132RR0001,2018-12-31 00:00,23,"Activités relatives au dialogue sur les politiques publiques ou à leur élaboration:Équiterre a participé au dialogue sur les politiques publiques reliées à la réglementation des pesticides synthétiques et des changements climatiques, enjeux directement reliées à la protection de l'environnement. Équiterre a contribué sur invitation, à plusieurs comités consultatifs du gouvernement du Canada sur les politiques publiques reliées aux véhicules zéro émissions et à la mise en oeuvre du cadre pan-canadien sur la croissance propre et les changements climatiques. Équiterre à également participé en tant que membre de la délégation canadienne à la COP24 sur les changement climatiques et a également communiqué sur cet enjeu lors du Sommet du G7 à Charlevoix. Équiterre a également communiqué publiquement sur les progrès du gouvernement du Canada dans son engagement d'éliminer les subventions aux énergies fossiles. Équiterre a soumis des commentaires dans le cadre de consultations du gouvernement du Canada et a commenté publiquement sur décisions réglementaires entourant des pesticides spécifiques, m=notamment le glyphosate et les néonicotinoldes.",
884704446RR0001,2018-03-31 00:00,23,"Activités politiques Campagne de courriel, campagnes de lettres d'appuis, rencontre avec le député pour les enjeux sociaux mobilisation",
119105336RR0001,2018-05-31 00:00,23,Activités non-partisanes et modestes faisant la promotion de la participation citoyenne. Le but de ces activités est d'améliorer l'accès aux services sociaux pour les personnes défavorisées et d'améliorer les programmes sociaux destinés à elles.,
120817465RR0001,2018-03-31 00:00,23,"Activités en lien avec nos regroupements : RRASMQ, TROC, ROCASM Les activités sont toujours dans le but de faire connaître les organismes ou pour la reconnaissance et le rehaussement de notre financement",
118846344RR0001,2018-03-31 00:00,23,ACTIVITE DE SOUTIEN POUR LA RECONNAISSANCE - L'AUTONOMIE - LE FINANCEMENT DES ORGANISMES COMMUNAUTAIRES,
139099287RR0001,2018-03-31 00:00,23,Actions visant à défendre et à promouvoir le droit des femmes dans une perspective de changement social. Exemples: Pétitions Informations Mobilisations,
897330742RR0001,2018-03-31 00:00,23,"ACTIONS DE REVENDICATIONS POUR UN MEILLEUR FINANCEMENT DES ORGANISMES COMMUNAUTAIRES AUTONOMES: SIGNATURE DE PÉTITIONS, PARTICIPATION À DES ACTIVITÉS DE MOBILISATION, ENVOI DE COMMUNIQUÉS, PUBLICATIONS SUR LES RÉSEAUX SOCIAUX, ET ENVOIR DE CORRESPONDANCE.",
107848319RR0001,2018-06-30 00:00,23,"Action Canada's political activities are connected to its charitable purposes and subordinate to its charitable activities. Over the reporting period.Action Canada's political activities involved the following types of activities: - Drafting and dissemination of op-eds and blog posts containing commentary on laws and/or policies; - Responses to solicited and unsolicited media calls with respect to issues in the news; - development and dissemination of calls to action , sign-on letters, or statements (written or video) based on the research and analysis of the organization and including messaging on law or policy reform; -dissemination of calls to action of sign-on letters or statements developed by other organizations, communicating on law or policy reform including through social media; -organizing and participating in public events, conferences or press conferences with messaging relating to law or policy reform; - posting news articles or statements from external sources to the website and/or disseminating by social media - circulating petition and presenting to governmental leadership.",
134593391RR0001,2018-12-31 00:00,23,"Acting as JFC-UIA's advocacy agent, The Centre for Israel and Jewish Affairs (CIJA) issues press releases, holds educational conferences and workshops, creates publications and written material, holds public meetings, and carries out web-based activities that advance the following charitable objects:CIJA advocates for policies, particularly at the provincial level, that improve access to housing, services to seniors, and other public services that are used by vulnerable members of the Jewish community;Advance education about Judaism and Jewish valuesWe serve as the advisor and government interlocutor for the Association of Jewish Day Schools at the provincial level in Quebec.  Activities are aimed at ensuring that instruction/education about core Jewish values is accessible at multiple levels.Immigration and refugee reform in Canada - we have been actively involved in the consultation process, including representations to Parliament on the issue of proposed changes to legislation related to refugee claims and other aspects of immigration law.  The Jewish community has particular experience with respect to the plight of the vulnerable refugee population as well as with the IRB.Promote understanding of the Jewish religion and the role of the land of Israel in JudaismAdvocated for rules that would allow continued access to kosher chicken in OntarioArgued for the recognition of Jewish Refugees from Arab countries, many of whom settled in IsraelEncourage and express appreciation for policies and decisions that recognize the importance of the land of Israel to members of the Jewish communityEncourage compliance with anti-discrimation and anti-hate lawsAnalyze and advocate for reforms of the Human Rights codes that ensure protection of free speech while protecting against hate speech.",
118777275RR0001,2018-06-30 00:00,23,"ABC Ontario has volunteer representatives serving on special education advisory committees (SEAC) at Ontario school boards, as well as on provincial committees such as PAAC on SEAC and MACSE. These volunteers advocate for policies that recognize the best interests of bright and gifted students in the education system. In the course of this advocacy, these reps may engage in public discourse to seek feedback and provide information about current or proposed policies in the education sector.",
107567398RR0001,2018-12-31 00:00,23,a) Supported Bill 222 - an amendment to the Human Rights Code re: Genetic Characteristics (Genetic Discrimination)b) Volunteers and staff presented to the government's special committee on Organ Donation,
107392813RR0001,2018-12-31 00:00,23,A yearly gift to the Evangelical Fellowship of Canada to support likeminded interests on the political stage.,
892169848RR0001,2018-12-31 00:00,23,"A few letters were written re: Social, Environmental, and Moral issues. As friends (Quakers) we believe that God desires all of life to be in harmony. Therefore when we encounter abuse or injustice of any kind, anywhere, we believe that facilitating better understanding of the situation might bring about a shift to greater harmony",
107706525RR0001,2018-12-31 00:00,23,A donation was given to Canadian Council of Christian Charities (CCOC) designated for their Legal Defence Fund. Our intention was to support CCOC in their appeal of the attestation to the Canada Summer Jobs application. This affected our member churches as they were unable to adhere to this attestation in good conscience and we were therefore unable to apply for any summer intern funding.,
106918352RR0001,2018-03-31 00:00,23,"6 or 7-minute segment on TV broadcast, twice a month, that discusses current issues affecting the Canadian viewer.",
107798159RR0001,2018-08-31 00:00,23,"2018 Pre-Budget Submission OLA worked with its privincial and a government relations firm to participate in the 2018-pre budget consultations.OLA further disseminated the pre-budget ask via a presentation to the public library CEO's comprising the Administrators of Medium-sized Public Libraries of Ontario (AMPLO) and at a booth at the Rural Ontario Municipal Association (ROMA) Conference January 21 in partnership with FOPL,the Administrators of Rural Urban Public Librariesof Ontario (ARUPO) and Southern Ontario Library Services (SOLS).OLA memberswere encouraged to meet with their local MPPS to communicate the importanceof their local libraries and to gain support for our Pre-Budget submission Municipal Resolutions Starting in January 2018,Municipal Councils and Library Boards began passing resolutions in support of OLA and FOPL's 2018 Budget submission.As of August 2018,there were a total of 48 resolutions. Provincial and Municipal Elections During the Provincial and Municipal Elections,OLA and FOPL prepared a non-partisan elections engagement toolkit,to support members engaging with candidates as from all political parties during the election. Misc. Following the election and the appointment of new Ministers,OLA met with the Ministers of Tourism,Culture and Sport and of Education,as well as members of their staff.In October 2018,OLA organized the launch of Ontario PublicLibrary Week,with the Minister of Tourism,Culture and Sport officially opening the week during an event at Orangeville Public Library.In partnership with FOPL,OLS-N and SOLS,OLA had a booth at the Association of Municipal Organizations (AMO) annual conference in August 2018.This was a non-partisan awareness opportunity to highlight the value of public libraries to municipalities. GSN Consultation Developed in consultation with TALCO,OLA submitted recommendations as part of the 2018 Ministry of Education Grants for Student Needs (GSN) Consultation.",
119288934RR0001,2018-03-31 00:00,23,"1-Convened a roundtable discussion, position paper and International Development Week event at Global Affairs targeting water, sanitation and hygiene in Government of Canada's Feminist International Assistance Policy. 2-Used our website and social media accounts to promote our vision and mission to the Canadian public and to encourage donations to the organization. 3-Met with officials from Global Affairs Canada to highlight the importance of water, sanitation and hygiene in Canada's international assistance investments.",
108091950RR0001,2018-12-31 00:00,23,1a) Calgary counselling Centre engaged in public policy activities related to our work in poverty reduction. In 2018 these activities were limited to working with a group of 11 agencies to assist with research being conducted at the School of Public Policy on 1) Understanding Poverty in Alberta and 2) Understanding what it would take for Alberta to consider a Basic Income. We communicated the completed studies on social media. These activities were conducted to further our charitable objectives o fpoverty reduction through counselling individuals and families living in poverty.,
106846942RR0001,2018-08-31 00:00,23,"1.Promoting strong regulations and calling on the public to support Bill S-5 and reduce the harm of tobacco products.As non-traditional tobacco use can significantly increase the risk factors associated with heart disease andstroke,this is directed related to our chairtable purpose of preventing disease. 2.Calling on elected officials to support the federal Healthy Eating Strategy,which includes:restrictions on food beverage marketing to children,front-of-package nutrition labeling and the revision of Canada's Food Guide.As unhealthy eating is a significant risk factor for heart disease,stroke and other co-morbidities,this is directed related to our charitable purpose of preventing disease. 3.Calling on the public to support front-of-package nutrititon labeling,restrictions on the marketing of food and beverages to children and the revision of Canada's Food Guide through the e-advocacy campaign encouraging people to write their MP.As unhealthty eating is a significant risk factor for heart disease,stroke and other co-morbidites,this is direcly related to our charitable purpose of preventing disease. 4.Calling on elected officials to support a universal national pharmacare program.",
119307080RR0001,2018-03-31 00:00,23,"1. The YMCA of Greater Toronto hired consultants from Navigator and Veritas to support our Association in the development of policy positioning key messages, graphic design support, video creation and media releases as well as Party platform analysis during the 2018 Provincial Election. We focused on the creation of documents relating to two of our core program areas: child care and youth employment and opportunities. A document was also created regarding infrastructure as part of our ten year strategic plan is the building of ten new YMCA Centres of Community. These materials were shared with all political parties outlining our priorities and the call to action to support these innitiatives. This is related to our focus of our (..) strategic plan is the creation of new infrastructure. We also shared the link to these policy documents (housed on our YMCA of Greater Toronto website) with our YMCA of Greater Toronto membership. These materials were developed March - June 2018. 2. Social media was used (YMCA of Greater Toronto website) by way of posting videos outlining our policy positions on child care, youth employment and opportunities and social infrastructure and our policy position electronically. 3. We created and sent out two news releases during the provincial election",
125921734RR0001,2018-12-31 00:00,23,"1. providing access to comprehensive specialized nursing, care for patients with challenges in the areas of wound, ostomy, and or continence. This is accomplished through the NSWOCC website and the search program called ""Find an ET Nurse"". It is also accomplished through response to patient phone calls to the NSWOC National office where each patient advocacy group with fund raising.2. educating the public, allied health professional, community, and government groups about the practice of enterostomal therapy nursing. Knowledge translation occurs through the NSWOCC Lind publication which comes out three times per year and which contains information on the work of Entersotomal Therapy nurses across Canada, through the peer reviewed JWOCN which is published six times per year and mobilizes knowledge in the field of enterostomal therapy nursing.3. developing and maintaining a code of conduct for enterstomal therapy nurses and educating the public, allied professional, community, and government groups about the said Corporation's code of ethical conduct for enterostomal therapy nurses. The ET Nurse code of conduct is aligned with the Canada Nurses Association code of conduct and is woven into letter writing campaigns, lectures and meeting presentations.4. defining, evaluating, and revising core clinical competencies for enterostomal therapy nurses. The core competencies for ET Nurses were developed in conjunction with the Canadian Nurses Association (C.N.A.) and are communicated through the NWWOCC website, publications and by sending out via e-mail request. The core competencies are applied to the NSWOCC Standards of Practice for Entersotomal Therapy Nursing which NSWOCC develops and supports knowledge mobilization among all Canadian ET Nurses.5. providing a specialized enterostomal therapy, education for program for registered nurses, the supports eligibility for Canadian Nurses Association certification. The NSWOCC support education of ET Nurses through the ETNEP Education Program which prepares the ET Nurses to write C.N.A. certification.",
107387953RR0001,2018-12-31 00:00,23,"1. Political Activities     - Shared information seeking support for provincial income security improvements and national housing strategy/homelessness.     - Participated in ""Chew on This"" campaign calling on the federal government to implement a poverty reduction strategy.     - Petition to the City of Ottawa to support affordable housing near rapid transit.     - Sent a letter to the provincial Minister of Children, Community and Social Services questioning the reduction in Ontario Disability Support Program payments and support services.These activities relate to our charitable purposes which call upon us, among other things, to promote the welfare of mankind. They also uphold our principles including respecting the inherent worth and dignity of every person and promoting justice, equity and compassion in human relations.",
