"BN/Registration number","Fiscal period end","Form ID","100","110","120","130"
"868858937RR0001",2018-9-30 00:00:00,"23","N","N","N","N"
"868867573RR0001",2018-12-31 00:00:00,"23","N","N",,
"868868761RR0001",2018-9-30 00:00:00,"23","N","N","N","N"
"868868779RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"868869306RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"868872458RR0001",2018-10-31 00:00:00,"23","N","N","N","N"
"868874413RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"868875949RR0001",2018-11-30 00:00:00,"23","N","N","Y","N"
"868876798RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"868879149RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"868879685RR0001",2018-12-31 00:00:00,"23","N","N",,
"868892191RR0001",2018-12-31 00:00:00,"23","N","N",,
"868894379RR0001",2018-12-31 00:00:00,"23","N","N",,
"868896994RR0001",2018-12-31 00:00:00,"23","N","N",,
"868902768RR0001",2018-12-31 00:00:00,"23","N","N",,
"868904236RR0001",2018-12-31 00:00:00,"23","N","N",,
"868911504RR0001",2018-12-31 00:00:00,"23","Y","Y",,
"868912775RR0001",2018-6-30 00:00:00,"23","N","N",,
"868914177RR0001",2018-3-31 00:00:00,"23","N","N",,
"868921594RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"868922691RR0001",2018-6-30 00:00:00,"23","N","N",,
"868926981RR0001",2018-3-31 00:00:00,"23","N","N",,
"868928938RR0001",2018-12-31 00:00:00,"23","N","N",,
"868929290RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"868931106RR0001",2018-11-30 00:00:00,"23","N","N","N","N"
"868935156RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"868940495RR0001",2018-11-30 00:00:00,"23","N","N","N","N"
"868944182RR0001",2018-12-31 00:00:00,"23","N","N","Y","Y"
"868945122RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"868946096RR0001",2018-12-31 00:00:00,"23","N","N",,
"868947797RR0001",2018-3-31 00:00:00,"23","N","N",,
"868949165RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"868950015RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"868955964RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"868956418RR0001",2018-5-31 00:00:00,"23","N","N",,
"868957622RR0001",2018-3-31 00:00:00,"23","N","N",,
"868959362RR0001",2018-4-30 00:00:00,"23","N","N",,
"868967175RR0001",2018-8-31 00:00:00,"23","N","N",,
"868967928RR0001",2018-12-31 00:00:00,"23","N","N","Y","Y"
"868999558RR0001",2018-3-31 00:00:00,"23","N","N",,
"869000349RR0001",2018-6-30 00:00:00,"23","N","N",,
"869009548RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869012898RR0001",2018-3-20 00:00:00,"23","N","N","N","N"
"869017129RR0002",2018-12-31 00:00:00,"23","N","N","N","N"
"869018002RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869019133RR0001",2018-12-31 00:00:00,"23","N","N",,
"869020131RR0001",2018-12-31 00:00:00,"23","N",,,
"869020420RR0001",2018-2-16 00:00:00,"23","N","N","N","N"
"869021097RR0001",2018-12-31 00:00:00,"23","N","N",,
"869023580RR0001",2018-4-30 00:00:00,"23","N","N",,
"869028001RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869031385RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869042747RR0001",2018-3-31 00:00:00,"23","N","N",,
"869044891RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869045179RR0001",2018-12-31 00:00:00,"23","N","N",,
"869049429RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869053512RR0001",2018-11-30 00:00:00,"23","N","N","N","N"
"869059394RR0001",2018-1-31 00:00:00,"23","N","N",,
"869061275RR0001",2018-6-30 00:00:00,"23","N","N",,
"869073965RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869076117RR0001",2018-6-30 00:00:00,"23","N","N",,
"869077768RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869089276RR0001",2018-12-31 00:00:00,"23","N",,,
"869102772RR0001",2018-2-28 00:00:00,"23","N","N","N","N"
"869114876RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869120295RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869120964RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"869123125RR0001",2018-12-31 00:00:00,"23","N","N",,
"869125575RR0001",2018-12-31 00:00:00,"23","N","N",,
"869129932RR0001",2018-3-31 00:00:00,"23","N","N",,
"869133322RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869138107RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869138305RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869139972RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869144774RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869146894RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869149526RR0001",2018-12-31 00:00:00,"23","N","N",,
"869158931RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869159186RR0001",2018-12-31 00:00:00,"23","N","N",,
"869163147RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869163741RR0001",2018-12-31 00:00:00,"23","N","N",,
"869164178RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869170340RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"869176420RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869179234RR0001",2018-6-30 00:00:00,"23","N","N",,
"869179861RR0001",2018-8-31 00:00:00,"23","N","N",,
"869183764RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869193110RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869196717RR0001",2018-12-31 00:00:00,"23","N","N",,
"869198200RR0001",2018-7-31 00:00:00,"23","N","N","N","N"
"869202382RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"869219535RR0001",2018-3-31 00:00:00,"23","N","N",,
"869220269RR0001",2018-12-31 00:00:00,"23","N","N",,
"869221861RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869228932RR0001",2018-3-31 00:00:00,"23","N","N",,
"869229740RR0001",2018-3-31 00:00:00,"23","N",,,
"869232983RR0001",2018-12-31 00:00:00,"23","N",,,
"869243949RR0001",2018-3-20 00:00:00,"23","N","N","N","N"
"869250993RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869253526RR0001",2018-3-30 00:00:00,"23","N","N",,
"869261602RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869262634RR0001",2018-12-31 00:00:00,"23","N","N",,
"869264846RR0001",2018-2-28 00:00:00,"23","N","N","N","N"
"869268862RR0001",2018-10-31 00:00:00,"23","N","N",,
"869285577RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"869290528RR0001",2018-6-30 00:00:00,"23","N","N",,
"869290924RR0001",2018-12-31 00:00:00,"23","N","N",,
"869299024RR0001",2018-1-31 00:00:00,"23","N","N","N","N"
"869299206RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869300780RR0001",2018-12-31 00:00:00,"23","N","N",,
"869310201RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869312207RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869320804RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"869329672RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869331074RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869348664RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869349787RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869352583RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869354142RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869359471RR0001",2018-7-31 00:00:00,"23","N","N","N","N"
"869370700RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869373951RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869375923RR0001",2018-12-31 00:00:00,"23","N","N",,
"869376608RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869381343RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869389148RR0001",2018-12-31 00:00:00,"23","N","N",,
"869389544RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869389940RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869394163RR0001",2018-3-31 00:00:00,"23","N","N",,
"869399584RR0001",2018-2-28 00:00:00,"23","N","N",,
"869400952RR0001",2018-1-31 00:00:00,"23","N","N","N","N"
"869405209RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869406181RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869430728RR0003",2018-12-31 00:00:00,"23","N","N","N","N"
"869431726RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869435123RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869437111RR0001",2018-12-31 00:00:00,"23","N","N",,
"869439000RR0001",2018-12-31 00:00:00,"23","N","N",,
"869444752RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869454553RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"869456509RR0001",2018-3-31 00:00:00,"23","N","N",,
"869491670RR0001",2018-3-31 00:00:00,"23","N","N",,
"869492413RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869509240RR0001",2018-10-31 00:00:00,"23","N","N",,
"869509554RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"869514646RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869514810RR0001",2018-12-31 00:00:00,"23","N","N",,
"869515601RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869515742RR0001",2018-5-31 00:00:00,"23","N","N",,
"869524645RR0001",2018-12-31 00:00:00,"23","N","N",,
"869527606RR0001",2018-12-31 00:00:00,"23","N","N",,
"869529149RR0001",2018-12-31 00:00:00,"23","N","N",,
"869530865RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869531343RR0001",2018-12-31 00:00:00,"23","N","N",,
"869546127RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869547323RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869549329RR0001",2018-12-31 00:00:00,"23","N","N",,
"869557249RR0001",2018-12-31 00:00:00,"23","N","N",,
"869559534RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869562041RR0001",2018-6-30 00:00:00,"23","N","N",,
"869562165RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"869571026RR0001",2018-1-25 00:00:00,"23","N","N","N","N"
"869581553RR0001",2018-12-31 00:00:00,"23","N","N",,
"869585026RR0001",2018-12-31 00:00:00,"23","N","N",,
"869588772RR0001",2018-5-31 00:00:00,"23","N","N",,
"869590737RR0001",2018-4-30 00:00:00,"23","N","N","N","N"
"869599522RR0001",2018-4-30 00:00:00,"23","N","N","N","N"
"869607697RR0001",2018-12-31 00:00:00,"23","N","N",,
"869623215RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869624585RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869637785RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869639153RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869645481RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869647347RR0001",2018-7-31 00:00:00,"23","N","N","N","N"
"869663344RR0001",2018-7-31 00:00:00,"23","N","N",,
"869664896RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869674358RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869685099RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869686071RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869689208RR0001",2018-6-30 00:00:00,"23","N","N",,
"869690297RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869692939RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869695494RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869699272RR0001",2018-12-31 00:00:00,"23","N","Y","N","N"
"869701862RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869707661RR0001",2018-7-31 00:00:00,"23","N","N",,
"869710996RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869711119RR0001",2018-12-31 00:00:00,"23","N","N",,
"869718122RR0001",2018-6-30 00:00:00,"23","N","N",,
"869723114RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869725697RR0001",2018-9-30 00:00:00,"23","N","N",,
"869735795RR0001",2018-3-31 00:00:00,"23","N","N",,
"869744607RR0001",2018-6-30 00:00:00,"23","N","N",,
"869747295RR0001",2018-6-30 00:00:00,"23","N","N",,
"869747493RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869749291RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869750356RR0001",2018-12-31 00:00:00,"23","N","N",,
"869758607RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869759977RR0001",2018-11-30 00:00:00,"23","N","N","N","N"
"869760579RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869761379RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"869763805RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869765123RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869781500RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869785394RR0001",2018-8-31 00:00:00,"23","N","N",,
"869788703RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869794958RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869795492RR0001",2018-3-31 00:00:00,"23","N","N",,
"869795807RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869802900RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869804070RR0001",2018-12-31 00:00:00,"23","N","N",,
"869805762RR0001",2018-11-30 00:00:00,"23","N","N","N","N"
"869805929RR0001",2018-3-1 00:00:00,"23","N","N","N","N"
"869806976RR0001",2018-12-31 00:00:00,"23","N","N",,
"869808550RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869812768RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869820209RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869831032RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869831776RR0001",2018-3-31 00:00:00,"23","N","N",,
"869834648RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869839175RR0001",2018-12-31 00:00:00,"23","N","N",,
"869839555RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"869844563RR0001",2018-5-31 00:00:00,"23","N","N","N","N"
"869847277RR0001",2018-3-31 00:00:00,"23","N","N",,
"869849646RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"869854372RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869865592RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869869602RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869876003RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869879445RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869880559RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869882159RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869883678RR0001",2018-4-30 00:00:00,"23","N","N","N","N"
"869885046RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869886408RR0001",2018-9-30 00:00:00,"23","N","N",,
"869890392RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869896506RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869897926RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869898395RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869908533RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869912261RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869918862RR0001",2018-11-30 00:00:00,"23","N","N","N","N"
"869918995RR0001",2018-3-31 00:00:00,"23","N","N",,
"869925222RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"869925305RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869933762RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869962340RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869973842RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869977041RR0001",2018-12-31 00:00:00,"23","N","N",,
"869978916RR0001",2018-12-31 00:00:00,"23","N","N",,
"869979823RR0001",2018-12-31 00:00:00,"23","N","N",,
"869981597RR0001",2018-6-30 00:00:00,"23","N","N",,
"869991638RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869991992RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"869992842RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"869999649RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870000049RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870002847RR0001",2018-12-31 00:00:00,"23","N","N",,
"870007606RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870033495RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870034014RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870036696RR0001",2018-9-30 00:00:00,"23","N","N","N","N"
"870037306RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870039229RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870039401RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870042777RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"870047610RR0001",2018-3-31 00:00:00,"23","N","N",,
"870051117RR0001",2018-11-30 00:00:00,"23","N","N","N","N"
"870056363RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870059334RR0001",2018-12-31 00:00:00,"23","N","N","N",
"870069903RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870073764RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870076031RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870080744RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"870082823RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"870086204RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870086931RR0001",2018-9-30 00:00:00,"23","N","N",,
"870088838RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870090206RR0001",2018-12-31 00:00:00,"23","N","N",,
"870090768RR0001",2018-12-31 00:00:00,"23",,,"N","N"
"870092152RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"870092665RR0001",2018-3-31 00:00:00,"23","N","N",,
"870123635RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870125101RR0001",2018-12-31 00:00:00,"23","N","N",,
"870125432RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870127131RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"870127438RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870129350RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"870131836RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870137031RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870138237RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870145638RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870150968RR0001",2018-9-30 00:00:00,"23","N","N",,
"870159043RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870163441RR0001",2018-12-31 00:00:00,"23","N","N",,
"870164340RR0001",2018-7-14 00:00:00,"23","N","N","N","N"
"870167616RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870195617RR0001",2018-5-14 00:00:00,"23","N","N","N","N"
"870197001RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"870203544RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870204666RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870212115RR0001",2018-12-31 00:00:00,"23","N","N",,
"870220324RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"870226511RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870228236RR0001",2018-12-31 00:00:00,"23","N","N",,
"870259173RR0001",2018-12-31 00:00:00,"23","N","N",,
"870266863RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870274693RR0001",2018-4-30 00:00:00,"23","N","N",,
"870276961RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870283272RR0001",2018-12-31 00:00:00,"23","N","N",,
"870288933RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"870294097RR0001",2018-6-30 00:00:00,"23","N","N",,
"870302619RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870316585RR0001",2018-10-31 00:00:00,"23","N","N",,
"870321205RR0001",2018-4-30 00:00:00,"23","N","N",,
"870321924RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"870326329RR0002",2018-12-31 00:00:00,"23","N","N",,
"870339330RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870352127RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870355542RR0001",2018-8-31 00:00:00,"23","N","N",,
"870355922RR0001",2018-11-30 00:00:00,"23","N","N",,
"870358231RR0001",2018-3-31 00:00:00,"23","N","N",,
"870363835RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870371341RR0001",2018-8-31 00:00:00,"23","N","N",,
"870379328RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870384278RR0001",2018-12-31 00:00:00,"23","N","N",,
"870385267RR0001",2018-3-31 00:00:00,"23","N","N",,
"870389368RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870395738RR0001",2018-4-30 00:00:00,"23","N","N","N","N"
"870396819RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870409562RR0001",2018-8-31 00:00:00,"23","N","N",,
"870411329RR0001",2018-3-31 00:00:00,"23","N","N",,
"870417532RR0001",2018-7-31 00:00:00,"23","N","N","N","N"
"870435161RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870439643RR0001",2018-12-31 00:00:00,"23","N","N",,
"870444841RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870444999RR0001",2018-10-31 00:00:00,"23","N","N",,
"870460540RR0001",2018-3-31 00:00:00,"23","N","N",,
"870473741RR0001",2018-6-30 00:00:00,"23","N","N",,
"870474764RR0001",2018-8-31 00:00:00,"23","N","N",,
"870476140RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"870478310RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870483609RR0001",2018-12-31 00:00:00,"23","N","N",,
"870491222RR0001",2018-8-31 00:00:00,"23","N","N",,
"870493004RR0001",2018-10-31 00:00:00,"23","N","N","N","N"
"870497849RR0001",2018-3-31 00:00:00,"23","N","N",,
"870517703RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870517992RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"870526514RR0001",2018-9-30 00:00:00,"23","N","N",,
"870527116RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870555612RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870568045RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870569563RR0001",2018-12-31 00:00:00,"23","N",,,
"870582889RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870584745RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870586351RR0001",2018-12-31 00:00:00,"23","N","N",,
"870593613RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"870600335RR0001",2018-12-31 00:00:00,"23","N","N",,
"870601432RR0001",2018-12-31 00:00:00,"23","N","N",,
"870603339RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870609443RR0001",2018-11-30 00:00:00,"23","N","N",,
"870609443RR0001",2018-12-31 00:00:00,"23","N","N",,
"870612645RR0001",2018-3-31 00:00:00,"23","N","N",,
"870618006RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870619608RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"870626520RR0001",2018-3-31 00:00:00,"23","N","N",,
"870633088RR0001",2018-12-31 00:00:00,"23","N","N",,
"870654738RR0001",2018-9-30 00:00:00,"23","N","N","N","N"
"870665361RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870667151RR0001",2018-12-31 00:00:00,"23","N","N",,
"870667698RR0001",2018-12-31 00:00:00,"23","N","N",,
"870668159RR0001",2018-12-31 00:00:00,"23","N","N",,
"870675709RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870679388RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870682002RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870687886RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"870690005RR0001",2018-12-31 00:00:00,"23","N","N",,
"870693280RR0001",2018-10-31 00:00:00,"23","N","N","N","N"
"870699584RR0001",2018-12-31 00:00:00,"23","N","N",,
"870704442RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870715935RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870717147RR0001",2018-11-30 00:00:00,"23","N","N","N","N"
"870718780RR0001",2018-12-31 00:00:00,"23","N","N",,
"870738408RR0001",2018-3-31 00:00:00,"23","N","N",,
"870738523RR0001",2018-9-30 00:00:00,"23","N","N",,
"870745338RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870747664RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"870759602RR0001",2018-7-31 00:00:00,"23","N","N",,
"870765864RR0001",2018-8-31 00:00:00,"23","N","N",,
"870767639RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870773538RR0001",2018-9-30 00:00:00,"23","N","N","N","N"
"870775665RR0001",2018-6-30 00:00:00,"23","N","N",,
"870775715RR0001",2018-12-31 00:00:00,"23","N","N",,
"870785508RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870786142RR0001",2018-12-31 00:00:00,"23","N","N",,
"870786738RR0001",2018-12-31 00:00:00,"23","N","N",,
"870789146RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870794443RR0001",2018-12-31 00:00:00,"23","N","N",,
"870794914RR0001",2018-12-31 00:00:00,"23","N","N",,
"870798147RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870819182RR0001",2018-12-31 00:00:00,"23","N",,"N","N"
"870827847RR0001",2018-3-31 00:00:00,"23","N","N",,
"870832169RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"870838125RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870838562RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870845161RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870848587RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870856838RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870865086RR0001",2018-12-31 00:00:00,"23","N","N","N",
"870875036RR0001",2018-12-31 00:00:00,"23","N","N",,
"870875952RR0001",2018-6-30 00:00:00,"23","N","N",,
"870876521RR0001",2018-6-30 00:00:00,"23","N","N",,
"870879632RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870882750RR0001",2018-12-31 00:00:00,"23","N","N",,
"870894961RR0001",2018-12-31 00:00:00,"23","N",,,
"870896149RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870917002RR0001",2018-12-31 00:00:00,"23","N","N",,
"870947165RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870947264RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"870949393RR0001",2018-9-30 00:00:00,"23","N","N","N","N"
"870953064RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"870954617RR0001",2018-7-31 00:00:00,"23","N","N",,
"870966033RR0001",2018-12-31 00:00:00,"23","N",,,
"870968377RR0001",2018-12-31 00:00:00,"23","N","N",,
"870981016RR0001",2018-12-31 00:00:00,"23","N","N",,
