"BN/Registration number","Fiscal period end","Form ID","500","505","510","515","520","525","530","535","540","545","550","555","560","565","580"
"889169066RR0001",2018-11-1 00:00:00,"23",,,,,,,,,,,,,"Y","RAISED GARDEN BED",$62.00
"889177994RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","CHEMICAL",$14000.00
"889180394RR0001",2018-3-31 00:00:00,"23",,,,,,,,"Y",,,"Y",,,,$8833.00
"889184040RR0001",2018-6-30 00:00:00,"23","Y",,,,,,"Y",,,,,,,,$2335.00
"889184487RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,,,$13850.00
"889184628RR0001",2018-4-30 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Honoraires comptables",$5708.00
"889186862RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Cafetiere Keurig & café",$187.00
"889191391RR0001",2018-12-15 00:00:00,"23",,,,,,,,,,"Y",,,,,$2500.00
"889204467RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$100000.00
"889234399RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,,"Y",,,,$346495.00
"889239067RR0001",2018-9-30 00:00:00,"23",,,,,,,,,,,,,"Y","CASH",$2035.00
"889250460RR0001",2018-12-31 00:00:00,"23",,"Y","Y",,,,,,,,,,"Y",,$10671.00
"889255642RR0001",2018-9-30 00:00:00,"23","Y",,,,,,,,,,,,,,$1655.00
"889256640RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Roof repair",$1165.00
"889256913RR0001",2018-6-30 00:00:00,"23",,"Y",,,,,,,,"Y",,"Y","Y","SERVICES, ÉQUIPEMENT",$45601.00
"889264511RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$1789025.00
"889265278RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y",,$91.00
"889266706RR0001",2018-6-30 00:00:00,"23","Y",,"Y",,,,,,,,,"Y","Y","forfait voyage, restaurant, billets activités sportives",$4881.00
"889273173RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,,,"Y","art supplies/fundraising",$25297.00
"889273645RR0001",2018-9-30 00:00:00,"23",,,"Y","Y",,,,,,"Y",,,,,$6688.00
"889288049RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$33949.00
"889288502RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$188807.00
"889289575RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","GIFT CARDS, MEMBERSHIP",$25019.00
"889295846RR0001",2018-6-30 00:00:00,"23",,,,,,,"Y",,,,,,,,$5265.00
"889299244RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,,,$140.00
"889303921RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,,,"Y","Fabrics for play supplies",$15339.00
"889317251RR0001",2018-3-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$528.00
"889317590RR0002",2018-3-31 00:00:00,"23",,,,,,,,,,,"Y",,"Y","Silent auction prizes",$43206.00
"889321998RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,"Y",,"Y","hockey memorabilia",$130403.00
"889326278RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,"Y","Y",,"Y","Y",,"Y","Event tickets",$253082.00
"889327466RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,,,$640.00
"889328274RR0001",2018-5-31 00:00:00,"23",,,,,,,,,,,,,"Y",,
"889330536RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$26942.00
"889331773RR0001",2018-6-30 00:00:00,"23","Y","Y","Y",,,,,,,,,,,,$887.00
"889333571RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y",,$2231.00
"889340378RR0002",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Lobster for fundraiser",$1750.00
"889340899RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","auction prizes",$166669.00
"889343893RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,"Y",,,,,
"889352027RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,"Y",,,$4868.00
"889354056RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","supplies",$86.00
"889354411RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$8617.00
"889356390RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","HONORAIRES D'EXAMEN",$3100.00
"889359998RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y",,,$24.00
"889362695RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$122089.00
"889365003RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$13974.00
"889365243RR0001",2018-6-30 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","Pins, telescope, bee keeping supplies, trophy",$72874.00
"889367371RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","Billet sportif ou culturel",$326401.00
"889372199RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","FOURNITURES ATELIER",$400.00
"889376380RR0001",2018-7-31 00:00:00,"23",,,,,,,,"Y",,,,,,,
"889376992RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,,,$3105.00
"889383998RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,,,"Y",,,"Y","PROMO ITEMS OF NOMINAL VALUE",
"889384392RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,,,,,$531.00
"889385548RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Operating supplies",$2645.00
"889391793RR0001",2018-2-28 00:00:00,"23",,,,,,,,,,,"Y",,,,$92247.00
"889397576RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","SOIRÉE DE BENIFICE",$20185.00
"889399598RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$20916.00
"889401055RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,,,"Y","INFORGRAPHIE, CONCEPTION GRAPHIQUE ET ARTISTIQUE, BADEROLE",
"889401907RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$120.00
"889405064RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,,,"Y","Dental services",$2393.00
"889406971RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","DONATIONS",$4713.00
"889410577RR0001",2018-9-30 00:00:00,"23",,,,,,,,,,"Y",,,,,$900.00
"889411773RR0001",2018-3-31 00:00:00,"23","Y","Y","Y",,,,,,,"Y",,"Y","Y","Toys, event tickets",$83619.00
"889414504RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,,,$38740.00
"889418034RR0001",2018-12-31 00:00:00,"23","Y","Y","Y",,,,,,,,,,"Y","Gift Certificates, plant material",$26193.00
"889420790RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,"Y",,,,,,,,$18794.00
"889441242RR0002",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,"Y",,,,$100346.00
"889444444RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","MUSICAL INSTRUMENTS",$163.00
"889446597RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Janitor supplies, office supplies, bookkeeping.",$1639.00
"889454773RR0001",2018-12-31 00:00:00,"23",,"Y","Y",,,,,,,,,,,,$573.00
"889458378RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","flowers/supplies/services",$897.00
"889459095RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$981.00
"889459798RR0001",2018-2-28 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y",,
"889466504RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,"Y",,,,$512472.00
"889480190RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","SOUND SYSTEM",$11707.00
"889484978RR0001",2018-12-31 00:00:00,"23",,,,,,,,"Y",,,,,,,
"889487179RR0001",2018-12-31 00:00:00,"23",,"Y","Y",,,,,,,,,,"Y","flowers, office supplies",$3420.00
"889488201RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","leaf blower",$136.00
"889492500RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$40905.00
"889494399RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Television screen for computer education",$500.00
"889496394RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","SNOW PLOWING JANITORIAL SUPPLIES",$1620.00
"889497590RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Donations, free will offerings",$5392.00
"889501508RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","GIFT CARDS",$400.00
"889504197RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Grass Cutting",$1500.00
"889508909RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","VETTING, DOG FOOD",$3043.00
"889508941RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$2228.00
"889509139RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","FUEL, PRIZES",$6390.00
"889512174RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$4565.00
"889514790RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","SNOW AND GRASS CUTTING",$800.00
"889535449RR0001",2018-12-31 00:00:00,"23",,,,,"Y",,,,,,,"Y","Y","telescope",$21064.00
"889537130RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Packaging supplies",$1238.00
"889542395RR0001",2018-12-31 00:00:00,"23",,,,,,,,,"Y",,"Y",,"Y","Life Insurance",$12048800.00
"889545869RR0001",2018-9-30 00:00:00,"23",,,,,,,,,,,"Y",,,,$10038.00
"889570172RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Remorque & Entreposage",$400.00
"889573598RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Groceries/Office Supplies",$375.00
"889574372RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y",,$760.00
"889587267RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$428.00
"889599825RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,"Y",,"Y","Fundraising Items",$85939.00
"889609897RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$72029.00
"889620126RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,"Y","Y","Toys",$1802.00
"889620134RR0003",2018-6-30 00:00:00,"23",,,,,,,,,,,"Y",,,,$2000.00
"889625349RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$30594.00
"889626545RR0001",2018-10-31 00:00:00,"23","Y",,"Y",,,,,,,,"Y",,,,$24602.00
"889627691RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,"Y","Y",,,,"Y","Y","Y","Gift certificates/card, travel",$1207379.00
"889628947RR0001",2018-3-31 00:00:00,"23",,,,,,,,"Y",,,,,,,$1241.00
"889630778RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","rent",$2400.00
"889632162RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","AUCTION ITEMS - CORKSCREW",$165.00
"889637542RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","Tires for the truck",$2258.00
"889648663RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","FIRST AID KIT",$3011.00
"889649562RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","CATERING SERVICES",$3473.00
"889659868RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","landscaping topsoil",$400.00
"889663324RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$5301.00
"889663993RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","carpentry services, accounting services",$3153.00
"889667044RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Parking Lot use",$9348.00
"889667077RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Artéfact",$10000.00
"889670733RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$2840.00
"889673240RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","AGRICULTURAL PRODUCTS",$800.00
"889674222RR0001",2018-7-31 00:00:00,"23",,,,,,,,,,,,,"Y","Goods services",$3237.00
"889674370RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$3010.00
"889676177RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y","Y","ANTIQUE RADIOS & RELATED ARTIFACTS",$1309.00
"889677647RR0001",2018-12-31 00:00:00,"23",,"Y","Y",,,,,,,,,,"Y","Office Supplies, Maintenance Supplies",$826.00
"889678298RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Straw",$1900.00
"889683165RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$220.00
"889686440RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","fournitures",$500.00
"889691044RR0002",2018-12-31 00:00:00,"23","Y","Y","Y",,,,"Y","Y",,"Y","Y","Y",,,$557823.00
"889697884RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,,,$400.00
"889704144RR0001",2018-8-31 00:00:00,"23","Y",,"Y",,,,,,,"Y",,"Y",,,$107674.00
"889706347RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$400.00
"889708467RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","website hosting & fundraising prize",$528.00
"889710778RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Repair -parts and labour",$1084.00
"889711040RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Supplies",$67.00
"889713178RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$22090.00
"889716049RR0001",2018-12-31 00:00:00,"23",,,,,,,,,"Y",,,,,,$22695.00
"889718441RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Auction gifts",$16036.00
"889727160RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Pet Supplies pet food",$3401.00
"889735023RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Xmas",$1126.00
"889735593RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Encadrement",$517.00
"889736997RR0001",2018-6-30 00:00:00,"23",,,,,,,"Y",,,,,,,,$8774.00
"889744173RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$1901.00
"889747440RR0001",2018-5-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$1156.00
"889748778RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$21214.00
"889779195RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,
"889780045RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,"Y",,,$801.00
"889781670RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$999.00
"889782041RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Insurance Premium , TV",$390.00
"889795175RR0001",2018-7-31 00:00:00,"23",,,,,,,,,,,,,,,$412929.00
"889803227RR0001",2018-8-31 00:00:00,"23",,,,"Y",,,,,,"Y",,,"Y","APPLIANCE, INSTRUMENT",$889.00
"889828992RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,"Y",,,,,$5298.00
"889832101RR0001",2018-6-30 00:00:00,"23",,,"Y",,,,,,,,"Y",,,,$234664.00
"889835799RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,,,"Y",,,,,$1600.00
"889840997RR0001",2018-12-31 00:00:00,"23",,,,,,,,,"Y",,,,"Y","Equipment Use",$25695.00
"889846390RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$800.00
"889848990RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$75.00
"889849741RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,,,"Y","Art Fact",$500.00
"889857934RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","photocopy, postage, program supplies, intern support",$458.00
"889862249RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","FUNDRAISING AUCTION IT",
"889863999RR0001",2018-3-31 00:00:00,"23",,,,,,,,"Y",,,,,,,$4550.00
"889867370RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$507276.00
"889868089RR0001",2018-11-30 00:00:00,"23","Y",,,,,,,,,,,,,,$1500.00
"889869061RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$200.00
"889870663RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Bookkeeping",$300.00
"889871646RR0002",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Operational Supplies",$4407.00
"889875795RR0001",2018-3-31 00:00:00,"23",,,,,,,,"Y",,,,,,,$28806.00
"889878245RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","LOCATION-CAMION",$54.00
"889879995RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","food for fundraiser",$425.00
"889888467RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Sport tickets",$738.00
"889893186RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Rental space/postage",$15308.00
"889898722RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,"Y",,,,$121689.00
"889899399RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y","Y","BAked goods, napkins, cups",$159.00
"889899597RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","Various decor items",$1142.00
"889901021RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","s/o",
"889906426RR0001",2018-7-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","Office Supplies",$1672.00
"889909719RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,"Y",,,,$150527.00
"889912044RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","SNOW PLOWING",$960.00
"889912176RR0001",2018-12-31 00:00:00,"23",,,,,"Y",,,,,,,,,,$1590.00
"889917449RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","FOOD BANK FOOD RECEIPTS",$1320.00
"889919973RR0001",2018-9-30 00:00:00,"23",,,,,,,,,,,,,"Y","sheet music",$880.00
"889920732RR0001",2018-5-31 00:00:00,"23",,,,"Y",,,,,,"Y",,,"Y","television,other art.",$29670.00
"889920799RR0001",2018-2-28 00:00:00,"23",,,,,,,,,,,,,"Y","Gift Baskets",$604.00
"889926978RR0001",2018-2-28 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","Vehicle Maintenance:Tire Changeover, Car & Truck Wash",$1876.00
"889928396RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,"Y",,,,$6471.00
"889942017RR0001",2018-10-31 00:00:00,"23",,,,,,,,,,,,,"Y","Menstrual products",$208.00
"889945358RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","Symphony Tickets,Lodging,Meal",$681.00
"889946141RR0001",2018-3-31 00:00:00,"23",,,,,,"Y",,,,,,,,,$611382.00
"889949772RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,"Y","Y","Photo prints",$91.00
"889952974RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,,,$2170262.00
"889958393RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","hall rental, auction",$2100.00
"889965190RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y",,,$4596.00
"889966263RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","PHOTOCOPIES",$62.00
"889968467RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$1826.00
"889970661RR0001",2018-8-31 00:00:00,"23",,,"Y",,"Y",,,,,,,,"Y","Vacation Rentals, Services",$4910.00
"889971396RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Use of personal car",$3010.00
"889973004RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Use of garage & machine shop for Garage Sale",$300.00
"889974176RR0001",2018-6-30 00:00:00,"23","Y",,"Y",,,,,,,,,"Y",,,$2978.00
"889975223RR0001",2018-8-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$6036.00
"889975462RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","FLOWERS",$3178.00
"889976718RR0001",2018-2-28 00:00:00,"23",,,,,,,,,,,"Y",,,,$2538.00
"889978391RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","EDUCATION MATERIALS & SUPPLIES",$150.00
"889979480RR0006",2018-12-31 00:00:00,"23",,,,,,,,,,,,,,,$3536.00
"889981221RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","Gift cards",$7574.00
"889983193RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$2000.00
"889992087RR0001",2018-10-31 00:00:00,"23",,,"Y","Y",,,,,,"Y",,,,,$10841.00
"889992798RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$4489.00
"889994398RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","office supplies",$353.00
"889998977RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,"Y",,,"Y",,"Y","lifeboat parts, advertising ite",$100.00
"890006539RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$4213.00
"890014970RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y",,$800.00
"890018393RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$19028.00
"890020266RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","prestation humour",$500.00
"890020993RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,"Y",,,"Y","Y","Y","Y","Room rental, web hosting",$15994.00
"890022775RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y",,,$4800.00
"890028590RR0001",2018-5-31 00:00:00,"23","Y",,,,,,,,,,,,,,$4159.00
"890030927RR0001",2018-7-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$30000.00
"890032642RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","taxi cab coupons",$360.00
"890041049RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,,,$420.00
"890043540RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$6983.00
"890046998RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Memorials & rent",$690.00
"890059520RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$1051.00
"890061062RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","camp items",$261.00
"890063977RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$108.00
"890066640RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$1036.00
"890067978RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$24.00
"890069222RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,,,$275.00
"890069529RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$585264.00
"890072390RR0001",2018-9-30 00:00:00,"23",,,"Y",,,,,,,,,,"Y","GIFT CARDS",$485.00
"890074644RR0001",2018-7-31 00:00:00,"23",,,,,,,,,,,,,"Y","SCHOOL, OFFICE & PACKING SUPPLIES, FOOD & TOOTHPASTE",$704.00
"890088941RR0001",2018-1-31 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$1145.00
"890089741RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y","Y","Movies, Video Games",$5066.00
"890092596RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,,,$351612.00
"890094196RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,"Y",,,"Y","carte cadeau/aliments",$1311.00
"890094394RR0001",2018-4-30 00:00:00,"23",,,,,,,,,,"Y",,,,,
"890094543RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Office Supplies",$71.00
"890123177RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","DONATIONS",$4550.00
"890123672RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,
"890123748RR0001",2018-6-30 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","Certicat cadeaux",$10427.00
"890128531RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","SAFE",$157.00
"890133176RR0001",2018-12-31 00:00:00,"23","Y",,,,"Y",,,,,,,"Y",,,$508813.00
"890144447RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Office supplies",$38.00
"890154669RR0001",2018-3-31 00:00:00,"23",,,,,,,,"Y",,,,,,,$116833.00
"890163975RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$450.00
"890166044RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","small household gifts donated for fundraising event",$305.00
"890166374RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$2200.00
"890168578RR0001",2018-5-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","6109",$6109.00
"890180391RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","GIFT CARDS",$11485.00
"890180847RR0001",2018-2-28 00:00:00,"23","Y","Y","Y",,,,,,,,"Y",,,,$8717.00
"890183460RR0001",2018-11-30 00:00:00,"23",,,"Y","Y",,,,,,"Y",,,,,$1000.00
"890190242RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$1183423.00
"890196041RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$611.00
"890199995RR0002",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Suppers & fund raiser supplies",$133.00
"890213374RR0001",2018-6-30 00:00:00,"23",,,,,,,,"Y",,,,,,,$1182.00
"890215973RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,"Y","Ministry supplies",$1002.00
"890217748RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Use of vehicle",$600.00
"890218324RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Rent",$19210.00
"890221898RR0001",2018-6-30 00:00:00,"23","Y",,,,,,,,,,,,,,$70600.00
"890226178RR0001",2018-4-30 00:00:00,"23","Y",,,,,,,,,,,,"Y","Sports tickets",$8864.00
"890227671RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Equipements bureau",$15000.00
"890238447RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","cash prizes and gift certificates on raffle draws",$1140.00
"890238975RR0001",2018-10-31 00:00:00,"23",,,,,,,,,,,,,"Y","GIFT CARDS/MERCHANDISE",$4613.00
"890239064RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$450.00
